Quotes,Author,Political Orientation
"It's the same story, over and over again! The same dependency, the same slugism, that we see mirrored all around us. Hated by the people, WE BUILD! HATED BY THE PEOPLE WE EMPOWER! HATED BY THE PEOPLE WE'VE GIVEN LIFE TO! HOW DO YOU THINK GOD FEELS!?...they they think they're all in competition with me and all this crap. I'm not in competition with any of you people! I'M IN COMPETITION WITH THE DEVIL. I'M IN A DEATH BATTLE! AND NOW YOU SEE THE ENEMY SAY THEY'RE IN A DEATH BATTLE, THEY KNOW THEY'RE IN A DEATH BATTLE, ONLY THE SPIRIT, OF KNOWING YOU'RE IN A DEATH BATTLE WILL HAVE YOU WIN! I don't know how all this is gonna end, but like I've told 'em a thousand times, YOU WANTED A FIGHT, BETTER BELIEVE YOU'VE GOT ONE. YOU WANT TO ENSLAVE MY SPIRIT, NO! AND I'LL CALL ON GOD TO PROTECT ME, AND USE ME HOWEVER GOD SEES FIT. AND IF I'M DESTROYED AND MY WHOLE FAMILY WITH IT, I DON'T BLAME GOD. I BLAME THE STINKIN' TRASH. WHO WILL PAY. Now. And the devil that deceived them was cast into the lake of fire and brimstone where the beast and the false prophet are, and shall be tormented day and night forever and ever. Tormented by their own spirit.﻿",Alex Jones,Right
"We're turning into a bunch of self-centered walking dead TRASH ,,, and we're such ZOMBIES! We're such self-centered crap that we don't even notice Hell itself rising up against us.",Alex Jones,Right
WHERE IS THE ANIMATED CONTEST OF LIBERTY?,Alex Jones,Right
"Listen bitches, you may force feed Eddie Bravo a bunch of CNN - Fox News shit every morning, but you're fucking getting The Joe Rogan experience up your fucking ass.",Alex Jones,Right
YOU WANT A WAR? YOU BETTER BELIEVE YOU GOT ONE!,Alex Jones,Right
"There are real people. There are people that ain't out to get you and your family. There's real people ready to fight! And all you scumbag pedophiles the rest of ya, you wanna fight!? Get ready, you're gonna get it assholes!...TURNING LOOSE ON 'EM﻿!",Alex Jones,Right
"All across the world, humanity knows you’re the enemy. We’re going to get you assholes, just know that. It doesn’t mean we’re perfect but we’re not out to screw women and children and hurt people. You understand that, assholes? You hate humanity because you project your own hatred of yourself on us, assholes. You want to kill us, how about you die? Kill your fucking selves you fucking globalists!",Alex Jones,Right
"Alec Baldwin thinks he is a tough guy, I challenge him a million dollars to the charity he wants to get in the ring with me, bare knuckle. I will, I'll do it right now. I'll get in the ring with you and I will break your jaw, I will knock your teeth out, I will break your nose, and I will break your neck. You coward, you think you're tough guy, messing with little cameramen people. You want to sit there and defame me and the president? Get in the ring with me, I will break your jaw in seconds. I will smash your nose into a bloody pulp, and I will whack your teeth out. My fists are going to bleeding with your teeth marks all over em. You frickin' bully, you coward. I hate you, my listeners hate you and remember that, scumbag, forever. Heh heh heh heh. We're going to defeat this anti-human scum, we're going to wreck their world.",Alex Jones,Right
"Out of the sewer, literal vampire pot bellied goblins are hobbling around coming after us!",Alex Jones,Right
"You're supposed to get on your knees at midnight or in the early morning and tell God you repent on things you've done. You don't tell in a football stadium, “Mainstream media: you're my God, I am bad, tell me what to do.” That is sick.They're kneeling to political correctness and hating white people. They're kneeling to white genocide --- and then I don't want anybody to be genocided (sic). But everywhere it's: “Kill the whites, kill the whites.” The universities: “No whites can come on campus.” It's a bunch of weird white people going, “We need to kill all the white people.” Just everywhere. Hillary: “We lost because of white people.” It's the most racist, weird, anti-Martin Luther King crap I've ever heard. Martin Luther King  would say, “You people are crazy.”",Alex Jones,Right
"​​Most of the so-called liberal lesbians and all these groups, they just want to have the guy with the duck's ass haircut and the James Dean outfit. The truth is, James Dean wasn't slapping girls around, but they want to be the ones slapping the girls around. And statistically, it shows it. I'm not blaming all lesbians, but it shows that most of these butch lesbians, they want to be the guy smacking the hot chick around. They think that's manly. And a lot of the chicks, they like it. See, because no man will do that to them. And I'm not saying it's good if a man does that, but some women like it. And if they can't find a man to smack them around, well they found them a girl going to do it real good. Knock them upside their head, and have 50 Shades of Gray about the sexy rich guy that's going to chain you up. Of course, you're going to get chained up one time. They're going to put that devil mask or that piggy mask on. They're going to say, ""Now I'm going to torture you for about six weeks, so start begging for your mommy and your daddy."" That's the liberals. They want to get you in a dungeon. They want to strap you down and take a buzzsaw and cut the top of your head off like a pumpkin and pull it off and get a little spoon and go -- when you're looking in the mirror, this is one thing I know they like to do -- and they go, I'm going to eat your brain now. Let's start -- let's start at the side areas here, because we don't want to take away your sight at the back or your thinking in the front. I'm going to eat your cerebral cortex last, because I've got power. I love Satan, and I'm going to suck you dry, and I'm going to torture you to death.",Alex Jones,Right
What is that joke? What is that? What IS that? What is Hitler? What is Stalin? What is Mao? What is ALL this stuff? What is Venezuela?,Alex Jones,Right
"But just look at [Brian] Stelter again. Put him on screen. I think that's all the broadcast should be, is just a photo of Stelter smiling. Ugh. Ugh. Oh my gosh. Oh, hell on earth. He wants to run your life. He wants to control every aspect of your life because he knows he is a cowardly degenerate sack of anti-human trash. I pledge before my heavenly father that I will resist them every way I can. These people are the literal demon spawn of the pit of hell. Look at him. And you know what, he is better than you if you keep letting him run your life. He runs your kids, he runs the schools, he runs the banks. This guy, this spirit, this smiling, leering devil that thinks you can’t see what he is. He is your enemy. Period. All the narcissistic devil-worshiping filth. I see you enemy. I see you enemy. Enemy. Enemy. You are my enemy. And I swear total resistance to you with everything I’ve got. Disingenuous, fake, false, brokeback, twisted, a defiler, a betrayer, a back stabber, a devil. You will pay. Yeah, you don’t think I see your face, scum? You don’t think I don’t see you, Stelter? I see you, you understand me? I know what you think of me and my family. I see you right back. You understand that? You understand that, Stelter? [Grunting noises] Stelter. You will fall. You will not bring humanity down. God is going to destroy you. Get him off the screen. [Crying] Oh, God, they’re so evil. Just please God, free us from them. They’re drunk on our children's blood for God's sake.",Alex Jones,Right
"Hitler took the guns. Stalin took the guns. Mao took the guns. You know, 'political power grows out of the barrel of a gun.' And then if another crazy person everybody knew was going to attack goes and kills some people and then I'm to blame and all gun owners are to blame? Well, if somebody runs somebody with a car are they all to blame? Or somebody with a baseball bat? This is common sense and you've got a young high school senior teenager cussing to get attention to pull a stunt but none of use are supposed to talk about it because if you respond to him calling you a piece of this or a piece of that or his cohorts calling Dana Loesch a murderer and people are chanting 'burn her', well then you're a bully. That's why CNN wants to use this to kill the First Amendment, not just the Second Amendment! You have YouTube banning videos with guns, with citizens having guns or showing guns, but Hollywood and the video game makers can show all the guns they want. This is an incredibly discriminatory system!",Alex Jones,Right
Donald Trump shit his fucking pants at the fucking moment of truth and shit all over everybody. That’s my first approximation. I’m not in a fucking cult for Donald Trump. Fuck him. Fuck his family. Fuck all these people.,Alex Jones,Right
"God fucking damn it, man. What the fuck? Is there nobody fucking pure in this goddamn fucking world? See, I’m fucking pissed right now. Syria fought Al Qaeda, they fought ISIS, they fought it all, and now you’ve got [James] Mattis and fucking all these people shitting all over us.",Alex Jones,Right
"They said if you just turn against Trump it would be better, but he was doing good, and that's what makes it so bad... If he had been a piece a crap from the beginning, it wouldn't be so bad. But we made so many sacrifices. And now he's crapping all over us.",Alex Jones,Right
"""There's no video of president Trump sucking a ding dong. And so what if there was, that's a lot better than World War III Owen. I never sucked any ding dongs, but I'll tell ya if they were going to black mail me to start World War III about one, I'd say hey, I sucked a ball golf ball through a frickin garden hose!",Alex Jones,Right
"I like women, not men! And if I liked men, I’d be proud of it and have a lot of em. But I ain’t never been in bed with no man. I’ve been in bed with probably 300 women.",Alex Jones,Right
"He says 'Alex Jones and the white supremests are saying go to the people's houses and kill the parents, and we have to take him off the air because he says kill the parents, there's no free speech for killing parents' and I'm like 'dude, do not say that, I'm gonna get killed'. I mean, I've never said nobody died at Parkland, and I sure as hell didn't say 'kill their parents'",Alex Jones,Right
,Alex Jones,Right
"I mean, how do I get a fair trial with stuff like this? I’ve never said this guy’s name. Never said his name, until now. And obviously first it’s ""we don’t know, he’s got gunshot wounds or whatever."" Now it’s, well, apparent suicide.I mean, is there going to be a police investigation? Are they going to look at the surveillance cameras? I mean, what happened to this guy? This whole Sandy Hook thing is, like, really getting even crazier.We have no idea whether he was even murdered at this point. Why would some anti-gun guy do this? This is really sad. My prayers go out to him and his family and we wish for the truth of whatever really happened here to come out. We don’t know yet. And we’ll see the corporate media say outrageous lies, but it’s what they do. And look, the good news of no collusion, the good news that I’m not a Russian agent comes out, and now this happens right on time. Just amazing.",Alex Jones,Right
"I have never read the Koran and at this point I most likely never shall. It looks really boring. I can’t offer an informed opinion about Islam, any more than 99.9 percent of other Americans can. I certainly don’t wish any harm to Muslims in general. Jolly good luck to them all. Hate? Not here. But it is surely obvious that if you let masses of Muslims settle in your non-Muslim country, you’ve gotten yourself some frictions and problems you didn’t have before. Why bring such troubles on yourself?",John Derbyshire,Right
"The real menace, the disease eating away at the heart of Western society, is white ethnomasochism: hatred of one’s own type, one’s own race, one’s own ancestors, one’s own parents, one’s own fellow citizens who do not share a bizarrely unreal and idealistic view of human nature.",John Derbyshire,Right
"Starting with the Minnesota twin study thirty-five years ago, and now with a mountain of data from twin, sibling, and adoption studies, we know that pretty much anything you can quantify about human personality, behavior, and intelligence is to some degree heritable, average-average at around the fifty percent level but sometimes much higher. We now in fact have a busy and exciting field of study called “behavioral genetics.” Given that all these traits are heritable, it follows from the ordinary laws of biology that different races will exhibit different statistical profiles on them. That’s not astonishing, mysterious, or horrible: It’s just first-floor-level science.",John Derbyshire,Right
"Universal-suffrage democracy may have been a good idea 120 years ago, when most adults did productive work into their sixties, then died. In today’s top-heavy welfare states, it just empowers tax-eaters to loot the national wealth.",John Derbyshire,Right
"Our universities, after a few aberrant decades of experimenting with open inquiry and the advance of knowledge, have reverted to their medieval purpose (the purpose that Chinese higher education always had): to train an intellectual elite for the propagation and defense of the state ideology. Then it was Christianity (in China, Confucianism); now it is utopian egalitarianism—“political correctness,” the Narrative.",John Derbyshire,Right
"Historians of the future will amuse themselves by coming up with theories to explain why European civilization, at the height of its powers, rich with unparalleled achievements in science, music, art, literature, mathematics, and technology, gave up its lands and its treasures to people for whom those achievements were mere hated tokens of oppression or the impious and superfluous productions of infidels.",John Derbyshire,Right
"These post-Soviet rulers of Russia are certainly very wicked people. They have sucked their country’s precious natural resources out of the ground, sold them on world markets, and pocketed the proceeds, leaving Ivan and Katya to trudge through freezing mud for a lousy wage or starvation-level pension. Are they, though, more wicked than the rulers of the Anglosphere, who have swamped their own people with millions of hesperophobic welfare-dependent foreigners from regions of low mean IQ and high mean criminality — mullahs, muggers, and moochers — just for the satisfaction of humiliating their own domestic enemies? Will they, in the long run, have done more to destroy their nation, than our rulers have done to destroy ours? History will tell.",John Derbyshire,Right
Ninety percent of paid work is time-wasting crap. The world gets by on the other ten.,John Derbyshire,Right
Most people are not intellectuals — a fact that intellectuals have terrible trouble coming to terms with.,John Derbyshire,Right
"Nonmathematical people sometimes ask me, “You know math, huh? Tell me something I’ve always wondered, What is infinity divided by infinity?” I can only reply, “The words you just uttered do not make sense. That was not a mathematical sentence. You spoke of ‘infinity’ as if it were a number. It’s not. You may as well ask, 'What is truth divided by beauty?’ I have no clue. I only know how to divide numbers. ‘Infinity,’ ‘truth,’ ‘beauty’—those are not numbers.”",John Derbyshire,Right
"Pop culture is filth. It is now completely degenerate. Why do you never hear anyone humming a current pop song any more? Because none of them is hummable, or even worth bothering to remember. What is the main topic on TV sitcoms and ""dramedies""? You know what. Why do you stand in the aisle in Blockbuster muttering to yourself: ""There isn't a single damn movie in here I want to watch""? Because Hollywood produces nothing but crap, crap, crap.",John Derbyshire,Right
"Western culture is in its twilight; there is a dark age ahead; and while college-humanities fads and ""secular-progressive values"" have certainly done much damage, they are symptoms, not causes - fragments of junk sucked into a vacuum. The fundamental reason why so much of our culture is shit - either literally, like Signor Manzoni's masterwork, or figuratively - is exhaustion, cultural exhaustion.",John Derbyshire,Right
"Once this was a nation of farmers, builders, inventors, creators, explorers, and thinkers. Now we are a nation of bubblehead academic poseurs, race-guilt hucksters, and keening middle-class ""victims"" of imaginary wrongs.",John Derbyshire,Right
"The remarkable thing about the Diversity cult is that all the circumstances of the actual human world refute its tenets, wherever we look. I don't think it is an exaggeration to say that there has never been an ideology so heartily and jealously embraced by all the main institutions of a society, that was at the same time so obviously at odds with the evidence of our senses. It is as if the entire Western world had committed itself to the belief that human beings can fly by flapping their arms.",John Derbyshire,Right
"By holding firmly to a pessimistic, realistic view of what is and is not possible in a society of different ethnicities, we might have maintained the principles of a free republic, and saved ourselves much trouble and expense. In the world at large, diversity causes nothing but problems.",John Derbyshire,Right
"The happy talkers tell us that diversity is a boon, making our society stronger and better. Our own lying eyes tell us that it is the source of continual trouble; not merely the solitary ""hunkering down"" that Robert Putnam discovered, but rancor, disorder, litigation, and violence.",John Derbyshire,Right
"After the many hundreds of generations that Australian, East Asian, African, European and indigenous American populations of Homo sapians developed in isolation from each other, in different environments, there ought to be divergence aplenty, though nowhere near to speciation. And so there is. That is why a roomful of Australian aborigines looks nothing like a roomful of Hungarians, and neither looks anything like a roomful of Quechua-speaking South American indigenes.",John Derbyshire,Right
"Human beings are religious. We don't all have to be, any more than we all have to be musical, or athletic, or humorous; but as long as there are human beings, there will be religion to offer warmth to those who can believe its stories and its metaphysics, while those who can't will be left with a paler, colder flame.",John Derbyshire,Right
"All religions look wacky to an unbeliever, even to one who does not, like the celebrity atheists, consider religion a menace. Islam, in its present frustrated state, is doing more harm than most, but that's historically contingent.",John Derbyshire,Right
"Unbelievers may think - all right, we do think - Christianity is only slightly less nutty than Islam; but Christianity is ours. We've got along with it for several centuries; and the relationship between Western unbelievers and Western Christians, if not always polite, is stable and comfortable. Can we fit Islam in like that?",John Derbyshire,Right
"I have my disagreements with the alt-right, but let’s get a win for the right in America before hashing it all out. The current attitude on the right is to fight with your own side rather than to give leftists hell. Under that model of politics, men are losing due process rights, the suicide of whites is at a record high, and there are several Islamic terrorist attacks on American soil. Until the right wins for once, I have no interest in arguing with the alt-right or disavowing anyone. Once the right has some actual power, then it will be time to have an ideological civil war. Until then, nah.",Mike Cernovich,Right
"When I said Trump, then given a 1% change of winning the GOP primary, would win the entire election, people called me crazy. Even friends told me to keep my opinions to myself, as clearly I wasn’t smart enough to talk policy. Today those friends are quiet when they need to issue apologies.",Mike Cernovich,Right
Trudeauism: The Highest Form of Liberalism,Peter Brimelow,Right
"Pierre Trudeau was too much of a professional politician to be described as a good man, nor, it can be argued despite much pubilicity to the contrary, was he a particularly clever or even wise one. But he was a great man, perhaps the gratest Canada has produced in this century.",Peter Brimelow,Right
The modern definition of 'racist' is someone who's winning an argument with a liberal.,Peter Brimelow,Right
I'm not sorry for stealing my husband from his wife.,Katie Hopkins,Right
"""Would I employ you if you were obese? No I would not. You would give the wrong impression to the clients of my business. I need people to look energetic, professional and efficient. If you are obese you look lazy.""",Katie Hopkins,Right
"""The difference between most mothers and me is that I didn't sit around drinking coffee at baby group for 12 months after the birth of my baby. No, in three weeks I was back in my suit, back at my desk earning profit for my business and I don’t see why other women shouldn't do the same.""",Katie Hopkins,Right
"""Women don’t want equal treatment, they couldn’t handle it if they got it. It’s a tough world out there. What a lot of women are actually looking for is special treatment. What women need to realise is that they have to toughen up.""",Katie Hopkins,Right
"""Ramadan typically brings a spike in violence in Middle East. I get grumpy when I don't eat - but I don't blow things up. Religion of peace?""",Katie Hopkins,Right
Those people who occupy a territory determine the nature of the society in that region.,Arthur Kemp,Right
apartheid–to which Afrikaners clung for decades as their only hope and salvation from Third World domination–was in fact an impracticable and unworkable system which led directly to the Afrikaners’ demise as a political force in that country.,Arthur Kemp,Right
"It is said, in fact, that the definition of a white South African is “someone who would rather be murdered in their bed than make it.”",Arthur Kemp,Right
"Apartheid was based on a fallacy: the fallacy that nonwhites could be used as labor to drive society; that nonwhites could physically form a majority inside South Africa, but that they could not determine the nature of South African society.",Arthur Kemp,Right
"Somehow, white South Africans believed that black labor was like a lawn mower: you could have it around, and when you didn’t need it, you could hide it in its little shed where it would be good and quiet-until you needed it again.",Arthur Kemp,Right
"There are four ways through which a nation's population can vanish: 1. Through obliteration in war; 2. Through their lands being swamped by labor-driven immigration; 3. Through physical mixing with newcomers; and 4. The second and third factors above combined with a decreasing birth rate amongst the original population. Ancient Rome vanished because of the last three factors: now exactly the same scenario is being played out in Western Europe, North America and Australia. Unless checked, the demographic trends show conclusively that Whites will be a minority in all three of these continents by the year 2100. After that, it is only then a question of time and Whites as a racial group will vanish completely.",Arthur Kemp,Right
[History]... is nothing else but the rise and disappearance of races.,Arthur Kemp,Right
...immigration today is a racial issue. It is one which sees masses of non-whites from around the globe immigrating to white countries.,Arthur Kemp,Right
"Unless legal and illegal immigration is halted and reversed, European First World nations across all of Europe from Spain to Russia, North America, Australia and New Zealand — will be destroyed and have their very culture and civilisation changed to that of the Third World. Immigration is now the single most important issue facing all First World nations, and will determine whether Western Civilisation continues to exist or not.",Arthur Kemp,Right
"Afrikaners: The time for white supremacism is gone. You cannot hope to survive while you are so intrinsically entwined with black labour. You used them for everything, even to murdering you and then digging your grave. You cannot survive while every single thing you do, every enterprise, every interaction, every aspect of your lives, is determined by your reliance on black labour. Because, whether you like it or not, black people also have rights, and they have claimed them. You cannot think that you have a right to rule over black people — you do not.",Arthur Kemp,Right
"Every single Muslim watching this... on 7/7 you got away with killing and maiming British citizens... you had better understand that we have built a network from one end of the country to the other end... and the Islamic community will feel the full force of the English Defence League if we see any of our British citizens killed, maimed, or hurt on British soil ever again.",Tommy Robinson,Right
"Islam is not a religion of peace. Islam is fascist and it's violent and we've had enough! They're chopping our soldiers' heads off. This is Islam. That's what we've seen today. They've cut off one of our army's heads off on the streets of London. Our next generation are being taught through schools that Islam is a religion of peace. It's not. It never has been. What you saw today is Islam. Everyone's had enough. There has to be a reaction, for the government to listen, for the police to listen, to understand how angry this British public are.",Tommy Robinson,Right
Since last night I've had countless threats to cut my head off. I have [contacted] police over 200 death threats. No arrests.,Tommy Robinson,Right
"We need strong leadership, not cowards who are begging petrol dollars and wanting a block Islamic vote. We need a leader not an appeaser. I'd rather die on my feet than live on my knees. Stand up for what u believe. Never be intimidated by anyone #english #nosurrender.",Tommy Robinson,Right
Nazism and Islamism are on the opposite sides of the same coin – we oppose both. Nazism has been defeated and Islamism is spreading across the country.,Tommy Robinson,Right
Islam is not a religion of peace; it never has been and never will be.,Tommy Robinson,Right
We need a new England where all religions and colours feel proud of our flag and recognise how important our identity and culture is.,Tommy Robinson,Right
"If Islam is this ""religion of peace"", why is everyone so scared?",Tommy Robinson,Right
"We are offered silence, free speech is all but dead in Europe. We live in a post free speech era, the attacks on Charlie Hebdo have proven that to the whole world.",Tommy Robinson,Right
"I had some left wing fella ask me this, he started asking me my views on most things. I'm liberal in many senses, like when it comes to (probably not when I was younger) when it comes to gay people's rights I fight for a gay man's rights – so on all of these issues, as I've grown up, I said,... when people say that I'm far right, well what makes me right wing? Am I right wing just because I don't like Islam? Does that make me right wing just because I don't like a fascist ideology? If I didn't like scientology, does that make me right wing? No, it's an ideology. So I said like, ""most of  my views, they're very liberal – many of them would be left-wing"".",Tommy Robinson,Right
Islam is not up for reform or negotiation – so we have no other choice than to fight it.,Tommy Robinson,Right
"The reality is this is a war. These people are waging war on us. This has gone on for 1,400 years. This is nothing new. And the whole time while this goes on, the police leaders or political leaders want to invite more! They want to invite more!",Tommy Robinson,Right
"No matter how [haram terrorists'] life has been, if they wanna get to heaven, they just have to kill non-Muslims in a holy jihad. That's all they have to do, then they get to heaven. It's like an easy ""card out"" for Muslims who've behaved badly their whole life. And we've seen this time and time again with the terrorists that we find. They say, ""He wasn't a practicing Muslim"". No, but because of the scripture in Islam, he genuinely believes he is going to eternal hell fire for the life that he's lived. He sees going and running down 20 or 40 people, and killing coppers, and killing innocent people, he sees that as a ""get out"" because of the scripture in Islam. That's why.",Tommy Robinson,Right
"The last thing we want is a war in this country, but it is the inevitable outcome for the way the country is going. Now, the British people are not going to sit back and take much more.",Tommy Robinson,Right
"Previous prime ministers, be it William Gladstone who said, 'There will never be peace on this earth as long as we have the Koran, it's an accursed and violent book.' Then we have Winston Churchill who said, 'Islam in a man is like rabies in a dog.' And then we have David Cameron, who says Islam is a religion of peace. What's changed? Because the [Koran] hasn't changed.",Tommy Robinson,Right
"As a father, I have serious concerns about what life will be like for my kids, if I'm even here. Am I scared of the death threats, and people who want to kill me and the attacks against me, etc? Yeah, I am. Of course, I am. I wouldn't be human if I wasn't. But I am terrified for the entire next generation of this country, and its history, its culture, its identity – it's all under attack.",Tommy Robinson,Right
"Insulting the hijab is also hardly Islamophobic. Indeed many in the West see the hijab as a symbol of oppression against women, and in opposing it are simply standing up for classical liberal, Western values.",Raheem Kassam,Right
"All across the continent of Europe, and more recently in the United States, we have seen acts of the most heinous depravity and barbarity committed in the name of this religion. All the while, the reformist and moderating voices are shut down by hard-line Sunnis and their useful idiot, fellow travellers. Groups like the Soros-funded Hope not Hate demonise even practising Muslims for daring to oppose Shariah law.",Raheem Kassam,Right
"Mrs. May knows that with her current, slim majority in Parliament, she is at the behest of the hard Brexiteers who could easily mount a coup against her, defying the party whip, and may be even worse, if she demurs from her short-lived mantra of “Brexit means Brexit”. And you don’t need to fall for it or worry about it either. Look at the mathematics of a parliamentary election, before you head down into the comments and start screaming, “But Corbyn doesn’t want ANY Brexit! She’s our only hope!” The fact is you’re going to end up with her anyway. There’s no chance Corbyn and this fantasy “coalition of chaos” comes to pass, given the situation up and down the country. It’s a magnificent, though somewhat predictable, piece of Tory electioneering. But that’s all it is.",Raheem Kassam,Right
"UKIP’s manifesto was a rehash of its 2015 offering. Which was good, but there was barely anything for us to sink our teeth into. Burka ban? Great. I had it in my leadership manifesto last year. But let’s face it, the people keen on such a thing would have probably voted UKIP anyway. Where were the new, flatter tax plans? Where was the digital strategy? Where were the “wedge issue” moments that drew a distinction between the political establishment and the insurgent populist party? I didn’t see any.",Raheem Kassam,Right
"The Brazilians have already elected a Trumpian nationalist. So too the Hungarians, Poles, Austrians, and Italians. If the world is indeed watching America, it looks like they’re learning from Trump rather than staring wide-eyed into a concocted vacuum of leadership.",Raheem Kassam,Right
Profit doesn’t appear as the goal but as a side effect of pursuing motivating principles.,Ted Malloch,Right
An exercise of moral imagination helps companies further goals of its members.,Ted Malloch,Right
The free economy is not the enemy but the friend of social capital.,Ted Malloch,Right
Long-term success depends upon trust.,Ted Malloch,Right
Myth: There’s conflict between selfish free markets and a benevolent world of human sympathy.,Ted Malloch,Right
The moral sentiments that constrain economic life also promote it.,Ted Malloch,Right
There’s such a thing as spiritual capital that has economic function and potential.,Ted Malloch,Right
Business is the real test of the moral life.,Ted Malloch,Right
We prepare for success by acquiring virtues.,Ted Malloch,Right
The business virtue par excellence is honesty—without it markets can’t long survive.,Ted Malloch,Right
"When all benefits are promised by the state, nobody need feel grateful for them.",Ted Malloch,Right
Capitalism is about the mutual creation of wealth rather than the pillaging of it.,Ted Malloch,Right
Attempts to secure an equal outcome always require unequal treatment of individuals.,Ted Malloch,Right
Discipline is the virtue that begins in obedience and flowers in self-control.,Ted Malloch,Right
Caring for God’s endowment in a thrifty fashion is a form of biblical obedience.,Ted Malloch,Right
"Three cardinal virtues of business: creativity, building community, practical realism.",Ted Malloch,Right
The laws of economic life are subject to the eternal laws of spiritual capital.,Ted Malloch,Right
Spiritual entrepreneurship is the unsung route to growth in the modern economy.,Ted Malloch,Right
"When people freely identify with their work and find themselves through it, excellence follows.",Ted Malloch,Right
"Profitability is the consequence of doing business in the right way, to honor God.",Ted Malloch,Right
"And the first question for a leader is: ""Who do we intend to be?"" not “What are we going to do?”",Ted Malloch,Right
"Leadership, in other words, is a matter of character, not goals.",Ted Malloch,Right
"Perhaps the most eloquent of the hard virtues is courage, the disposition to encounter adversity head-on and strive to overcome it.",Ted Malloch,Right
Courage… is not a selfish attribute: it is only possible if you are pursuing a wider and more worthy goal.,Ted Malloch,Right
Faith engenders courage; and also requires it.,Ted Malloch,Right
Success comes because you have found your ecological niche and can flourish by doing your own valuable thing.,Ted Malloch,Right
"The humble person who confesses his faults and duly atones for them is the one best equipped to manage defeat, accept his own losses, and to overcome the setbacks that are the routine cost of doing business.",Ted Malloch,Right
"But we should see gratitude in the whole context of life, and ask ourselves that life is changed and empowered by it.",Ted Malloch,Right
p. 98.,Ted Malloch,Right
Taking faith seriously leads to the utility of altruistic behavior.,Ted Malloch,Right
One runs a business ultimately to do well so you can do good for everyone.,Ted Malloch,Right
"Adam Smith’s image of competition in the marketplace was intended as an adjunct to his detailed description of human motivation in The Theory of Moral Sentiments, in which the pursuit of profit is tempered at every juncture by sympathy and benevolence, and by the posture of the “impartial spectator” which is forced on us by our moral nature.",Ted Malloch,Right
"In the new conditions created by the global economy, the information revolution and the growth of smart technologies, it is more necessary than ever for all companies to be guided by their rich spiritual inheritance, as spiritual enterprises.",Ted Malloch,Right
Europe is full of ‘Last men’,Ted Malloch,Right
"what can only be termed, a self-imposed European death wish.",Ted Malloch,Right
"Make no mistake this is nothing less than the utter and complete transformation of Europe into Eurabia, a cultural and political appendage of the Arab and Afro/Muslim world. This Eurabia is fundamentally anti-Christian, anti-Western, anti-American, and anti-Semitic.",Ted Malloch,Right
"And with every passing day, we see the further demise of the West, the onslaught of Eurabia (which could not be won at the gates of Vienna in 1683) and the nihilism — of the Last man.",Ted Malloch,Right
"After he married TerRAHsa[sic], didn't John Kerry begin practicing Judiasm[sic]? He also has paternal grandparents that were Jewish. What religion is John Kerry?",Jerome Corsi,Right
"Isn't the Democratic Party the official SODOMIZER PROTECTION ASSOCIATION of AMERICA -- oh, I forgot, it was just an accident that Clintoon's[sic] first act in office was to promote ""gays in the military."" RAGHEADS are Boy-Bumpers as clearly as they are Women-Haters -- it all goes together.",Jerome Corsi,Right
When is this guy going to admit he's simply an anti-American communist? Won't he and his leftist wife simply go away???? Enough already.,Jerome Corsi,Right
An atomic Iran is imminent … mullahs may have bomb by June.,Jerome Corsi,Right
"Secretly, the Bush administration is pursuing a policy to expand NAFTA politically, setting the stage for a North American Union designed to encompass the U.S., Canada, and Mexico. What the Bush administration truly wants is the free, unimpeded movement of people across open borders with Mexico and Canada.",Jerome Corsi,Right
This was the first time WND had found a major intellectual leader behind the push to integrate North America suggesting that a crisis of 9-11 proportions might be just what was needed to advance the process toward establishing a North American Union and the amero.,Jerome Corsi,Right
"Our founding fathers knew that if we went this direction, there was no more moral compass and you won’t be able to explain to your children — you’ll have to face the fact that we lost holding the line on one of the most principle issues in the Bible, and that is sex is not about fun. If you want to have fun, read a book, go see a movie. Sex is about the procreation of children. It’s a sacred responsibility that is meant by God to have men and women commit their lifetime to children.",Jerome Corsi,Right
"Paul Krugman is a very smart and very annoying person. Over the past few years he's been hammering away at political and economic advocates for austerity policies with unmitigated glee and derision. He does so with a brio and condescension that some people can find off-putting -- but that doesn't mean that he's wrong. …  Look, I think Paul Krugman has a few policy blind spots. His method of argumentation alienates as many people as it attracts. But he's not wrong when he's talking about austerity. In his response, Michael Kinsley has managed to embody the conventional wisdom in Washington -- and in doing so, embody every policy caricature of Paul Krugman's worldview.",Daniel Drezner,Right
"As we ambled along, the sheer professionalism of our tour guide struck me. Her task was not an easy one. She had to provide a veritable font of Elvis knowledge to all of the intense devotees. At the same time, she also had to acknowledge the absurdist nature of the experience for of the rest of the tour group.With subtle changes in her facial expressions and slight adjustments in her tone of voice, our guide accomplished her task brilliantly. At no point in time did she diminish Elvis in the eyes of his devout followers. Still, I believe everyone left Graceland that day thoroughly satisfied with their visit.",Daniel Drezner,Right
"While the president pleased few of his supporters, if any, Nancy Pelosi, Chuck Schumer and the radical Dems [are] taking victory laps within minutes of the president’s 18-minute announcementAnd the illegal immigrants are surely pleased at the prospect they may soon jump to the front of the line while legal immigrants aren't even part of the discussion in the nation's capital",Lou Dobbs,Right
